Player_ID,Player_Name,Date_of_Birth,Team_ID,Country,Batting_Style,Bowling_Style,Role,Player_Captain_ID
364,MM Sharma,9/18/1988,3,India,Right-hand bat,Right-arm medium,Player,305
367,Sandeep Sharma,5/18/1993,3,India,Right-hand bat,Right-arm medium,Player,305
374,AR Patel,1/20/1994,3,India,Left-hand bat,Slow left-arm orthodox,Player,305
390,R Tewatia,5/20/1993,3,India,Left-hand bat,Legbreak,Player,305
415,MJ Guptill,9/30/1986,3,New Zealand,Right-hand bat,Right-arm offbreak,Player,305
424,Swapnil Singh,1/22/1991,3,India,Right-hand bat,Slow left-arm orthodox,Player,305
462,Kuldeep Yadav,12/14/1994,1,India,Left-hand bat,Slow left-arm chinaman,Player,40
478,C de Grandhomme,7/22/1986,1,New Zealand,Right-hand bat,Right-arm fast-medium,Player,40
479,CR Woakes,3/2/1989,1,England,ÿRight-hand bat,Right-arm fast-medium,Player,40
484,MJ Henry,12/14/1991,3,New Zealand,ÿRight-hand bat,Right-arm fast-medium,Player,305
15,Z Khan,10/7/1978,4,India,Right-hand bat,Left-arm fast-medium,Captain,15
21,SK Raina,11/27/1986,8,India,Left-hand bat,Right-arm offbreak,Captain,21
35,RA Jadeja,12/6/1988,8,India,Left-hand bat,Slow left-arm orthodox,Player,21
80,DS Kulkarni,12/10/1988,8,India,Right-hand bat,Right-arm medium,Player,21
88,KD Karthik,6/1/1985,8,India,Right-hand bat,NULL,Keeper,21
116,PJ Sangwan,11/5/1990,8,India,Right-hand bat,Left-arm medium,Player,21
136,A Mishra,11/24/1982,4,India,Right-hand bat,Legbreak,Player,15
147,DR Smith,4/12/1983,8,West Indies,Right-hand bat,Right-arm medium,Player,21
254,AJ Finch,11/17/1986,8,Australia,Right-hand bat,Slow left-arm orthodox,Player,21
307,MN Samuels,2/5/1981,4,West Indies,Right-hand bat,Right-arm offbreak,Player,15
310,JP Faulkner,4/29/1990,8,Australia,Right-hand bat,Left-arm fast-medium,Player,21
